id,datetime2,cln_hdl,cln_smr,cln_news,cln_hdl_lemma,cln_smr_lemma,cln_news_lemma,cln_hdl_lemma_pol_stc,cln_smr_lemma_pol_stc,cln_news_lemma_pol_stc
123567202,2023-11-01 22:51:09,['UPDATE 4-Boeing says cyber incident hit parts business after ransom threat'],"['Boeing, one of the worlds largest defense and space contractors, said on Wednesday it was investigating a cyber incident that impacted elements of its parts and distribution business and cooperating with a law enforcement probe into it.', 'Boeing acknowledged the incident days after the Lockbit cybercrime gang said on Friday it had stolen a tremendous amount of sensitive data from the U.S. planemaker that it would dump online if Boeing didnt pay ransom by Nov. 2.', 'Boeing declined to comment on whether Lockbit was behind the cyber incident it disclosed.']","['WASHINGTON, Nov 1 (Reuters) - Boeing, one of the worlds largest defense and space contractors, said on Wednesday it was investigating a cyber incident that impacted elements of its parts and distribution business and cooperating with a law enforcement probe into it.', 'Boeing acknowledged the incident days after the Lockbit cybercrime gang said on Friday it had stolen a tremendous amount of sensitive data from the U.S. planemaker that it would dump online if Boeing didnt pay ransom by Nov. 2.', 'The Lockbit threat was no longer on the gangs website as of Wednesday, and it didnt immediately respond to a request for comment.', 'Boeing declined to comment on whether Lockbit was behind the cyber incident it disclosed.', 'This issue does not affect flight safety, a Boeing spokesperson said.', 'We are actively investigating the incident and coordinating with law enforcement and regulatory authorities.', 'We are notifying our customers and suppliers.', 'Boeings parts and distribution business, which falls under its Global Services division, provides material and logistics support to its customers, according to the companys 2022 annual report.', 'Some webpages on the companys official website that had information on the Global Services division were down on Wednesday, with a message that cited technical issues.', 'We expect the site to be back up soon, the pages said.', 'Lockbit was the most active global ransomware group last year based on the number of victims, and it has hit 1,700 U.S. organizations since 2020, according to the U.S. Cybersecurity and Infrastructure Security Agency (CISA).', 'The hacking group typically deploys ransomware on a victim organizations system to lock it up, as well as stealing sensitive data for extortion.', 'Its unclear what data Lockbit may have stolen from the company.', 'Brett Callow, a ransomware expert and threat analyst at the cybersecurity firm Emsisoft, said that while organizations may pay cybercriminal gangs when demanded ransom, that doesnt guarantee that data wont be leaked.', 'Paying the ransom would simply elicit a pinky promise from LockBit that they will destroy whatever data they obtained, Callow said.', 'There would, however, be no way of knowing for sure that they actually had.', 'The loss of military-related information would be extremely problematic, he added.', 'Boeing did not comment on whether any defense-related data had been impacted in the cyber incident.', 'The CISA did not immediately respond to a request for comment on the Boeing statement.']",['UPDATE 4-Boeing say cyber incident hit part business ransom threat'],"['Boeing , one world largest defense space contractor , said Wednesday investigating cyber incident impacted element part distribution business cooperating law enforcement probe .', 'Boeing acknowledged incident day Lockbit cybercrime gang said Friday stolen tremendous amount sensitive data U.S. planemaker would dump online Boeing didnt pay ransom Nov. 2 .', 'Boeing declined comment whether Lockbit behind cyber incident disclosed .']","['WASHINGTON , Nov 1 ( Reuters ) - Boeing , one world largest defense space contractor , said Wednesday investigating cyber incident impacted element part distribution business cooperating law enforcement probe .', 'Boeing acknowledged incident day Lockbit cybercrime gang said Friday stolen tremendous amount sensitive data U.S. planemaker would dump online Boeing didnt pay ransom Nov. 2 .', 'Lockbit threat longer gang website Wednesday , didnt immediately respond request comment .', 'Boeing declined comment whether Lockbit behind cyber incident disclosed .', 'issue affect flight safety , Boeing spokesperson said .', 'actively investigating incident coordinating law enforcement regulatory authority .', 'notifying customer supplier .', 'Boeings part distribution business , fall Global Services division , provides material logistics support customer , according company 2022 annual report .', 'webpage company official website information Global Services division Wednesday , message cited technical issue .', 'expect site back soon , page said .', 'Lockbit active global ransomware group last year based number victim , hit 1,700 U.S. organization since 2020 , according U.S. Cybersecurity Infrastructure Security Agency ( CISA ) .', 'hacking group typically deploys ransomware victim organization system lock , well stealing sensitive data extortion .', 'unclear data Lockbit may stolen company .', 'Brett Callow , ransomware expert threat analyst cybersecurity firm Emsisoft , said organization may pay cybercriminal gang demanded ransom , doesnt guarantee data wont leaked .', 'Paying ransom would simply elicit pinky promise LockBit destroy whatever data obtained , Callow said .', 'would , however , way knowing sure actually .', 'loss military-related information would extremely problematic , added .', 'Boeing comment whether defense-related data impacted cyber incident .', 'CISA immediately respond request comment Boeing statement .']",[-0.75],"[0.66, -0.82, -0.65]","[0.66, -0.82, -0.65, -0.65, 0.46, 0.78, 0.75, 0.71, 0.85, 0.97, 0.54, -0.63, -0.84, 0.41, -0.91, 0.32, -0.49, -0.65, 0.36]"
123567205,2023-11-01 22:24:31,['UPDATE 1-US Air Force blows up Minuteman III in test flight after post-launch anomaly'],"['The U.S. Air Force said on Wednesday it had blown up a Minuteman III missile over the Pacific Ocean after an anomaly was detected following its launch from Vandenberg Space Force Base in California.', 'The Air Force did not elaborate but said it was forming a launch analysis group to investigate.', 'The command learns lessons from every test launch, Captain Lauren Linscott said in a written statement.']","['Nov 1 (Reuters) - The U.S. Air Force said on Wednesday it had blown up a Minuteman III missile over the Pacific Ocean after an anomaly was detected following its launch from Vandenberg Space Force Base in California.', 'The Air Force did not elaborate but said it was forming a launch analysis group to investigate.', 'The command learns lessons from every test launch, Captain Lauren Linscott said in a written statement.', 'Gathering data from the launch allows (Air Force Global Strike Command)to identify and correct any issues with the weapon system to ensure the Minuteman IIIs continued reliability and accuracy.', 'The nuclear-capable Minuteman III, made by Boeing Co , is key to the U.S. militarys strategic arsenal.', 'The missile has a range of 6,000-plus miles (9,660-plus km) and can travel at a speed of about 15,000 miles per hour (24,000 kph).', 'About 400 of the missiles are located at Air Force bases in Wyoming, Montana and North Dakota.']",['UPDATE 1-US Air Force blow Minuteman III test flight post-launch anomaly'],"['U.S. Air Force said Wednesday blown Minuteman III missile Pacific Ocean anomaly detected following launch Vandenberg Space Force Base California .', 'Air Force elaborate said forming launch analysis group investigate .', 'command learns lesson every test launch , Captain Lauren Linscott said written statement .']","['Nov 1 ( Reuters ) - U.S. Air Force said Wednesday blown Minuteman III missile Pacific Ocean anomaly detected following launch Vandenberg Space Force Base California .', 'Air Force elaborate said forming launch analysis group investigate .', 'command learns lesson every test launch , Captain Lauren Linscott said written statement .', 'Gathering data launch allows ( Air Force Global Strike Command ) identify correct issue weapon system ensure Minuteman IIIs continued reliability accuracy .', 'nuclear-capable Minuteman III , made Boeing Co , key U.S. military strategic arsenal .', 'missile range 6,000-plus mile ( 9,660-plus km ) travel speed 15,000 mile per hour ( 24,000 kph ) .', '400 missile located Air Force base Wyoming , Montana North Dakota .']",[0.6],"[0.42, 0.66, 0.77]","[0.42, 0.66, 0.77, 0.66, 0.62, 0.78, 0.57]"
