,category,datetime,headline,id,image,related,source,summary,url
199,company,1706525249,UPDATE 1-Financiers grapple with plane shortages amid Boeing MAX crisis,125374110,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,BA,Yahoo,"The financiers behind the world's airline industry are meeting for the first time since a mid-air cabin blowout pushed Boeing into a new safety crisis, compounding a shortage of airplanes as regulators stepped up factory inspections.  Lessors, bankers and airlines meeting in Dublin - home to a booming global air finance sector - are examining the supply consequences of a recent partial grounding of the Boeing 737 MAX 9, following the Alaska Airlines incident earlier in January.  ""Demand is more or less a slam dunk; the question is when does the supply catch up?"" Rob Morris, head of global consultancy at Ascend by Cirium, told Reuters ahead of the week-long Airline Economics conference starting on Monday.",https://finnhub.io/api/news?id=e044c25a71ac019feae675a46f1e74ab601638464d9ef9c6cad5bc800840b68c
200,company,1706524560,"Boeing (NYSE:BA) Manufacturing Troubles Continue, Shares Slip",125388712,,BA,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=e803c553359d9735c2958a602d5802c2a7a1ff3dcc42c9b89a2291a1fe72a7b2
201,company,1706524200,Alaska Airlines Plane Appears to Have Left Boeing Factory Missing Critical Bolts,125374111,,BA,Yahoo,"Regulators put limits on Boeing 737 MAX production, while grounded MAX 9 jets have resumed flying after required inspections.",https://finnhub.io/api/news?id=63b9ef16e0e85a61854ac92aacb241aa81a03629141053a1a4f76f6ea5f05a1c
202,company,1706521290,"Trending tickers: Alphabet, Evergrande, Ryanair and NatWest",125373039,https://s.yimg.com/ny/api/res/1.2/MnWFzAMb5hC7PhedXBJEAQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04ODk-/https://s.yimg.com/os/creatr-uploaded-images/2021-05/3a8ca180-c000-11eb-bdff-92c18f816ce0,BA,Yahoo,The latest investor updates on stocks that are trending on Monday.,https://finnhub.io/api/news?id=957c0f571ba0cb89f10ed0bdde702afa035efbcde231cee027c19e072b841062
203,company,1706519791,News Highlights : Top Company News of the Day - Monday at 9 AM ET,125375203,,BA,Finnhub,"Amazon, iRobot Scrap Acquisition Deal Amazon.com and iRobot have agreed to terminate their acquisition deal, citing challenges to gaining regulatory approval in the European Union. Tesla...",https://finnhub.io/api/news?id=0b615f74fc33bdf2915d6d41a03297f73e071a3f0f5bfeeda518202d02463797
204,company,1706519724,Financiers grapple with plane shortages amid Boeing MAX crisis,125375204,,BA,Finnhub,"The financiers behind theworld's airline industry are meeting for the first time since amid-air cabin blowout pushed Boeing into a new safetycrisis, compounding a shortage of airplanes as...",https://finnhub.io/api/news?id=bc5bf88b1afa7c8b40d8071ca6acbf5c1b951d82bb02983c0f5f11c9924ff3a0
205,company,1706519580,Boeing withdraws request for safety exemption amid scrutiny of its quality control,125394081,,BA,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=1218ee2e8618a810f3ac01c1bdd008ce8fdcc440cc69fce9899aa5270359ccb3
206,company,1706518320,Jefferies aerospace/defense analyst to hold analyst/industry conference call,125378132,,BA,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=5d50e14ef067c01283fd6fd2dab04cb9d3f7deb5e5c802ba215f805edd97f711
207,company,1706516460,Morning Brew: SoFi Surges on Q4 Earnings Beat and Strong Guidance,125381142,,BA,GuruFocus,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=4c4901f5ffdc245871ca5af878d62c9bf7e857f53386a642b91ad20bd5c362f3
208,company,1706514420,European Airline Ryanair's Q3 Profit Slumps As Higher Fuel Costs Offset Revenue Gains; Reportedly Eyes New Boeing Jet Purchase Strategy,125385770,,BA,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=4808ba7cd9ad5bb178bb070c303425d54cfdb8a7f309d8f6a3294fd7ed1df700
209,company,1706513760,Alaska Airlines plane said to have left Boeing factory without key bolts,125384252,,BA,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=cae0cb6eed1d96ae4b060b1231c125af037edab57afe38af124e8c10a8b1131f
210,company,1706512579,News Highlights : Top Company News of the Day - Monday at 7 AM ET,125373537,,BA,Finnhub,"Evergrande Was Once China's Biggest Property Developer. Now, It Has Been Ordered to Liquidate. The breakup of the company, once China's top property developer by sales, is set to send a further...",https://finnhub.io/api/news?id=8d715bff70ed539e43f68fac342288661deab42449731ed1f04397eed7eadf90
211,company,1706512440,"Ryanair narrows profit guidance following clash with travel agents, says Boeing delays will hit growth",125388237,https://images.mktw.net/im-88479800/social,BA,MarketWatch,Various online travel agents stopped listing Ryanair flights in December following pressure from regulators and the airline itself,https://finnhub.io/api/news?id=762cc1080f80ec45c78ac6fa6f764599173fc155b6e0810a13a9d5fc2d7dd2e9
212,company,1706512380,Ryanair will take Boeing MAX 737s orders other carriers have dropped - report,125385772,,BA,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=3a78be9403ab01f61e2fc006deacbb87287dbd031fc231f0de081594ff81d8f6
